osm_type,osm_id,lat,lon,name,amenity,shop,tourism,leisure,office,public_transport,railway,highway,service_category
node,4426041994,41.7832754,-87.6447544,Halsted & 61st Street,,,,,,platform,,bus_stop,transit
node,4426041996,41.781946,-87.6447208,Halsted & 63rd Parkway,,,,,,platform,,bus_stop,transit
node,4426041997,41.7723617,-87.6444808,Halsted & Marquette,,,,,,platform,,bus_stop,transit
node,4426042001,41.793771,-87.6452703,Halsted & Garfield,,,,,,platform,,bus_stop,transit
node,4426042002,41.7721902,-87.6447017,Halsted & Marquette,,,,,,platform,,bus_stop,transit
node,4426042012,41.76532,-87.6445166,Halsted & 71st Street,,,,,,platform,,bus_stop,transit
node,4426042013,41.7925956,-87.6452192,Halsted & 56th Street,,,,,,platform,,bus_stop,transit
node,4426042016,41.7923685,-87.6450113,Halsted & 56th Street,,,,,,platform,,bus_stop,transit
node,4426042018,41.7938281,-87.6450468,Halsted & Garfield,,,,,,platform,,bus_stop,transit
node,4426042019,41.7650913,-87.6443087,Halsted & 71st Street,,,,,,platform,,bus_stop,transit
node,4426042021,41.7853347,-87.6450518,Halsted & 60th Street,,,,,,platform,,bus_stop,transit
node,4426042026,41.7616757,-87.644417,Halsted & 73rd Street,,,,,,platform,,bus_stop,transit
node,4426042027,41.7757435,-87.6448023,Halsted & 65th Street,,,,,,platform,,bus_stop,transit
node,4426042031,41.7944351,-87.6452735,Halsted & Garfield,,,,,,platform,,bus_stop,transit
node,4426042032,41.782976,-87.6449991,Halsted & 61st Street,,,,,,platform,,bus_stop,transit
node,4426042038,41.7889633,-87.645124,Halsted & 58th Street,,,,,,platform,,bus_stop,transit
node,4426042041,41.7671216,-87.6445595,Halsted & 70th Street,,,,,,platform,,bus_stop,transit
node,4426042042,41.7596082,-87.6441653,Halsted & 74th Street,,,,,,platform,,bus_stop,transit
node,4426042045,41.7793745,-87.6448714,Halsted & 63rd Street (Green Line),,,,,,platform,,bus_stop,transit
node,4426042046,41.7817616,-87.6449689,Halsted & 63rd Parkway,,,,,,platform,,bus_stop,transit
node,4426042047,41.778725,-87.6446324,Halsted & 63rd Street (Green Line),,,,,,platform,,bus_stop,transit
node,4426042048,41.7945832,-87.6450532,Halsted & Garfield,,,,,,platform,,bus_stop,transit
node,4426042052,41.7595139,-87.6443805,Halsted & 74th Street,,,,,,platform,,bus_stop,transit
node,4426042054,41.788753,-87.6449148,Halsted & 58th Street,,,,,,platform,,bus_stop,transit
node,4427199809,41.8055446,-87.6455476,Halsted & 49th Street,,,,,,platform,,bus_stop,transit
node,4427199810,41.8085633,-87.645655,Halsted & 47th Street,,,,,,platform,,bus_stop,transit
node,4427199811,41.803311,-87.6452888,Halsted & 50th Street,,,,,,platform,,bus_stop,transit
node,4427199812,41.8013568,-87.6454604,Halsted & 51st Street,,,,,,platform,,bus_stop,transit
node,4427199813,41.8173724,-87.6456509,Halsted & 42nd Street,,,,,,platform,,bus_stop,transit
node,4427199814,41.797534,-87.6453522,Halsted & 53rd Street,,,,,,platform,,bus_stop,transit
node,4427199815,41.7982271,-87.6451589,Halsted & 53rd Street,,,,,,platform,,bus_stop,transit
node,4427199816,41.8121817,-87.6457376,Halsted & 45th Street,,,,,,platform,,bus_stop,transit
node,4427199817,41.8071615,-87.6455885,Halsted & 48th Street,,,,,,platform,,bus_stop,transit
node,4427199818,41.8160559,-87.6455795,Halsted & 43rd Street,,,,,,platform,,bus_stop,transit
node,4427199819,41.8014499,-87.6452275,Halsted & 51st Street,,,,,,platform,,bus_stop,transit
node,4427199820,41.8035122,-87.6454946,Halsted & 50th Street,,,,,,platform,,bus_stop,transit
node,4427199821,41.8158988,-87.6458291,Halsted & 43rd Street,,,,,,platform,,bus_stop,transit
node,4427199822,41.7999022,-87.6454094,Halsted & 52nd Street,,,,,,platform,,bus_stop,transit
node,4427199823,41.8103674,-87.6456933,Halsted & 46th Street,,,,,,platform,,bus_stop,transit
node,4427199824,41.8202064,-87.6459333,Halsted & 41st Street,,,,,,platform,,bus_stop,transit
node,4427199825,41.8144738,-87.6457843,Halsted & 43rd Place,,,,,,platform,,bus_stop,transit
node,4427199826,41.7996581,-87.6451942,Halsted & 52nd Street,,,,,,platform,,bus_stop,transit
node,4427199827,41.8202065,-87.6457217,Halsted & 41st Street,,,,,,platform,,bus_stop,transit
node,4427199828,41.7960204,-87.645102,Halsted & 54th Street,,,,,,platform,,bus_stop,transit
node,4427199829,41.8147109,-87.6455762,Halsted & 43rd Place,,,,,,platform,,bus_stop,transit
node,4427199830,41.7961681,-87.6453141,Halsted & 54th Street,,,,,,platform,,bus_stop,transit
node,4427199831,41.8092315,-87.6454139,Halsted & 47th Street,,,,,,platform,,bus_stop,transit
node,4427199832,41.8069092,-87.6453775,Halsted & 48th Street,,,,,,platform,,bus_stop,transit
node,4427199833,41.8055198,-87.6453456,Halsted & 49th Street,,,,,,platform,,bus_stop,transit
node,4427199834,41.8106074,-87.6454662,Halsted & 46th Street,,,,,,platform,,bus_stop,transit
node,4427199835,41.8174069,-87.6458804,Halsted & 42nd Street,,,,,,platform,,bus_stop,transit
node,4427199836,41.8128331,-87.6455218,Halsted & 45th Street,,,,,,platform,,bus_stop,transit
node,4427225171,41.8287777,-87.6461561,Halsted & 36th Street,,,,,,platform,,bus_stop,transit
node,4427225172,41.8269907,-87.6459208,Halsted & 37th Street,,,,,,platform,,bus_stop,transit
node,4427225176,41.8306587,-87.646281,Stussy's Diner,restaurant,,,,,,,,food_drink
node,4427225182,41.8344841,-87.6462833,Halsted & 33rd Street,,,,,,platform,,bus_stop,transit
