end_station_name,station_end_trip_count,station_lat,station_lng,search_radius_m,distance_m,service_category,service_lat,service_lng,name,amenity,shop,tourism,office,leisure,public_transport,railway,highway
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,49.118836627601354,transit,41.8777678,-87.6541968,Jackson & Aberdeen,,,,,,platform,,bus_stop
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,239.03873938129865,transit,41.8766551,-87.6522841,Van Buren & Morgan,,,,,,platform,,bus_stop
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,152.9634917976341,transit,41.8777134,-87.6566349,Jackson & Racine,,,,,,platform,,bus_stop
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,126.08304728167593,transit,41.8766331,-87.6543823,Van Buren & Aberdeen,,,,,,platform,,bus_stop
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,208.96503148224758,transit,41.8765904,-87.6567983,Van Buren & Racine,,,,,,platform,,bus_stop
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,210.5794403255801,retail,41.8774488,-87.6522714,Shell,,convenience,,,,,,
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,244.6610402188549,retail,41.8789317,-87.6572595,7-Eleven,,convenience,,,,,,
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,224.5606531522608,retail,41.8772684,-87.6521457,Caliber Collision,,car_repair,,,,,,
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,14.824743073872638,food_drink,41.8775939,-87.6548103,Pizza Hut,restaurant,,,,,,,
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,28.846703519168372,food_drink,41.8774673,-87.654811,Starbucks,cafe,,,,,,,
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,44.842012088177796,health,41.8776749,-87.6542502,Enamel Dental,dentist,,,,,,,
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,55.981440861230986,retail,41.8776719,-87.6541152,Sherwin-Williams,,paint,,,,,,
Aberdeen St & Jackson Blvd,12939.0,41.87772613,-87.65478743,250,85.18353066238876,tourism,41.8779428,-87.6557743,,,,artwork,,,,,
Adler Planetarium,12638.0,41.866095,-87.607267,250,43.549041257171055,transit,41.8661395,-87.6077895,Solidarity Drive & Adler Planetarium,,,,,,platform,,bus_stop
Adler Planetarium,12638.0,41.866095,-87.607267,250,76.69020802781299,tourism,41.8656406,-87.6065703,America's Courtyard,,,artwork,,,,,
Adler Planetarium,12638.0,41.866095,-87.607267,250,13.037385328881694,tourism,41.8660023,-87.6071706,Spiral Galaxy,,,artwork,,,,,
Adler Planetarium,12638.0,41.866095,-87.607267,250,217.6398584527808,transit,41.8661078,-87.6098952,Solidarity Drive & Lynn White Drive,,,,,,platform,,bus_stop
Adler Planetarium,12638.0,41.866095,-87.607267,250,227.05041354920291,transit,41.8665223,-87.6099482,Solidarity Drive & Lynn White Drive,,,,,,platform,,bus_stop
Adler Planetarium,12638.0,41.866095,-87.607267,250,72.09997939943007,tourism,41.8667381,-87.6073782,,,,viewpoint,,,,,
Adler Planetarium,12638.0,41.866095,-87.607267,250,44.70096514324711,transit,41.8661922,-87.6077908,Solidarity Drive & Adler Planetarium,,,,,,stop_position,,
Adler Planetarium,12638.0,41.866095,-87.607267,250,218.09818910558792,transit,41.8661653,-87.6098991,Solidarity Drive & Lynn White Drive,,,,,,stop_position,,
Adler Planetarium,12638.0,41.866095,-87.607267,250,225.68370195224446,transit,41.8664715,-87.6099451,Solidarity Drive & Lynn White Drive,,,,,,stop_position,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,224.1342893088548,tourism,41.8693261,-87.6235963,Aaron Ward Montgomery Bust,,,artwork,,,,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,168.29482721236934,retail,41.8704165,-87.6247419,Golas & Sons Bike Shop,,bicycle,,,,,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,202.3818778347267,transit,41.8730932,-87.6235713,Balbo & Michigan,,,,,,platform,,bus_stop
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,245.59698785963874,transit,41.8691955,-87.6239671,Michigan & 11th Street,,,,,,platform,,bus_stop
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,155.362937565744,transit,41.8702325,-87.6242975,Michigan & 9th Street,,,,,,platform,,bus_stop
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,128.09149547804677,transit,41.8719982,-87.6243369,Michigan & 8th Street,,,,,,platform,,bus_stop
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,224.32161266598024,transit,41.8732549,-87.623806,Balbo & Michigan,,,,,,platform,,bus_stop
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,90.27203489469916,transit,41.8717247,-87.6240341,Michigan & 8th Street,,,,,,platform,,bus_stop
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,249.18458155989995,transit,41.8733399,-87.6243666,Michigan & Balbo,,,,,,platform,,bus_stop
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,123.46461579766122,transit,41.8704252,-87.6240042,Michigan & 9th Street,,,,,,platform,,bus_stop
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,247.65259445728992,transit,41.8733474,-87.6242993,Michigan & Balbo,,,,,,stop_position,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,124.04538112894615,transit,41.8720024,-87.6242708,Michigan & 8th Street,,,,,,stop_position,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,151.03514798174254,transit,41.8702421,-87.6242304,Michigan & 9th Street,,,,,,stop_position,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,126.50982798301294,transit,41.8704282,-87.6240685,Michigan & 9th Street,,,,,,stop_position,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,247.17809762246804,transit,41.8691978,-87.6240396,Michigan & 11th Street,,,,,,stop_position,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,94.96416077152837,transit,41.8717268,-87.624098,Michigan & 8th Street,,,,,,stop_position,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,209.73799751281902,transit,41.8731634,-87.6235509,Balbo & Michigan,,,,,,stop_position,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,214.1325740189665,transit,41.8731586,-87.6238117,Balbo & Michigan,,,,,,stop_position,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,216.04660034059305,food_drink,41.8729469,-87.6244992,720 South Bar & Grill,bar,,,,,,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,191.9519554951874,food_drink,41.8724836,-87.6247958,Herb N’ Kitchen,cafe,,,,,,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,143.43676587642622,food_drink,41.872091,-87.624475,Kitty O’Shea’s,bar,,,,,,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,125.25769848085046,food_drink,41.8707798,-87.6244354,Niu B,restaurant,,,,,,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,181.12597213013987,tourism,41.8725035,-87.6245839,Conrad Hilton,,,artwork,,,,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,209.1275548001621,food_drink,41.8711743,-87.6256182,Burger Alley,fast_food,,,,,,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,156.9308972567616,retail,41.8719964,-87.624753,FedEx Office,post_office,copyshop,,,,,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,114.28891021159171,food_drink,41.8711031,-87.6244516,Le Petit Cafe,cafe,,,,,,,
Buckingham Fountain,9890.0,41.87130745884732,-87.62309887518705,250,118.83713123182442,food_drink,41.8716162,-87.6244729,Grant Park Bistro,restaurant,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,180.42623078813727,transit,41.8790618,-87.6377402,Union Station/Willis Tower,ferry_terminal,,,,,station,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,27.072611881394693,transit,41.8791728,-87.6395962,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,46.97481294276651,transit,41.8790649,-87.6393973,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,59.35554769004927,transit,41.8790674,-87.6392328,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,71.93088629795122,transit,41.8790699,-87.6390715,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,85.32197290044402,transit,41.8790725,-87.638903,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,132.63820536901355,transit,41.8782915,-87.6389595,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,125.36344505115648,transit,41.8782897,-87.6391217,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,119.42109098372147,transit,41.8782879,-87.6392767,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,152.78465981135054,transit,41.8779257,-87.639437,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,186.88466564986734,education,41.8788616,-87.6420986,Chicago-Kent College of Law,university,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,90.66205098434193,food_drink,41.8795638,-87.6409175,Jimmy John's,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,148.09772425747784,food_drink,41.8803651,-87.6408924,Chipotle,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,183.37663243444084,education,41.8791013,-87.6421093,IIT Stuart School of Business,university,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,168.5314112534229,food_drink,41.8781929,-87.6384518,Corner Bakery,cafe,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,113.97977435661102,transit,41.8789377,-87.6412131,Clinton & Quincy (Union Station),,,,,,platform,,bus_stop
